date,uri,hdUri,copyright,type
1995-06-16,https://apod.nasa.gov/apod/image/e_lens.gif,https://apod.nasa.gov/apod/image/e_lens.gif,,image
1995-06-17,,,,empty
1995-06-18,,,,empty
1995-06-19,,,,empty
1995-06-20,https://apod.nasa.gov/apod/image/pleiades2.gif,https://apod.nasa.gov/apod/image/pleiades2.gif,,image
1995-06-21,https://apod.nasa.gov/apod/image/sn1987a_hst.gif,https://apod.nasa.gov/apod/image/sn1987a_hst.gif,,image
1995-06-22,https://apod.nasa.gov/apod/image/earth_a17.gif,https://apod.nasa.gov/apod/image/earth_a17.gif,,image
1995-06-23,https://apod.nasa.gov/apod/image/egret_gro.gif,https://apod.nasa.gov/apod/image/egret_gro.gif,,image
1995-06-24,https://apod.nasa.gov/apod/image/gamma_crab.gif,https://apod.nasa.gov/apod/image/gamma_crab.gif,,image
1995-06-25,https://apod.nasa.gov/apod/image/jupiter1_vgr.gif,https://apod.nasa.gov/apod/image/jupiter1_vgr.gif,,image
1995-06-26,https://apod.nasa.gov/apod/image/m100_hst.gif,https://apod.nasa.gov/apod/image/m100_hst.gif,,image
1995-06-27,https://apod.nasa.gov/apod/image/uitm101.gif,https://apod.nasa.gov/apod/image/uitm101.gif,,image
1995-06-28,https://apod.nasa.gov/apod/image/catseye.gif,https://apod.nasa.gov/apod/image/catseye.gif,,image
1995-06-29,https://apod.nasa.gov/apod/image/earthmoon.gif,https://apod.nasa.gov/apod/image/earthmoon.gif,,image
1995-06-30,https://apod.nasa.gov/apod/image/idadactyl.gif,https://apod.nasa.gov/apod/image/idadactyl.gif,,image
1995-07-01,https://apod.nasa.gov/apod/image/hooker.gif,https://apod.nasa.gov/apod/image/hooker.gif,,image
1995-07-02,https://apod.nasa.gov/apod/image/cartwheel_hst.gif,https://apod.nasa.gov/apod/image/cartwheel_hst.gif,,image
1995-07-03,https://apod.nasa.gov/apod/image/orion_hst.gif,https://apod.nasa.gov/apod/image/orion_hst.gif,,image
1995-07-04,https://apod.nasa.gov/apod/image/fireworks_wiyn.gif,https://apod.nasa.gov/apod/image/fireworks_wiyn.gif,,image
1995-07-05,https://apod.nasa.gov/apod/image/saturn_night.gif,https://apod.nasa.gov/apod/image/saturn_night.gif,,image
1995-07-06,https://apod.nasa.gov/apod/image/saturn_2moons.gif,https://apod.nasa.gov/apod/image/saturn_2moons.gif,,image
1995-07-07,https://apod.nasa.gov/apod/image/farside_a13.gif,https://apod.nasa.gov/apod/image/farside_a13.gif,,image
1995-07-08,https://apod.nasa.gov/apod/image/a13_servicemod.gif,https://apod.nasa.gov/apod/image/a13_servicemod.gif,,image
1995-07-09,https://apod.nasa.gov/apod/image/reenter_a13.gif,https://apod.nasa.gov/apod/image/reenter_a13.gif,,image
1995-07-10,https://apod.nasa.gov/apod/image/a2218lens_hst.gif,https://apod.nasa.gov/apod/image/a2218lens_hst.gif,,image
1995-07-11,https://apod.nasa.gov/apod/image/microlens_wht.gif,https://apod.nasa.gov/apod/image/microlens_wht.gif,,image
1995-07-12,https://apod.nasa.gov/apod/image/etacarinae_hst.gif,https://apod.nasa.gov/apod/image/etacarinae_hst.gif,,image
1995-07-13,https://apod.nasa.gov/apod/image/stringofpearls.gif,https://apod.nasa.gov/apod/image/stringofpearls.gif,,image
1995-07-14,https://apod.nasa.gov/apod/image/jupimpact.gif,https://apod.nasa.gov/apod/image/jupimpact.gif,,image
1995-07-15,https://apod.nasa.gov/apod/image/craterchain1.gif,https://apod.nasa.gov/apod/image/craterchain1.gif,,image
1995-07-16,https://apod.nasa.gov/apod/image/usgsmars.gif,https://apod.nasa.gov/apod/image/usgsmars.gif,,image
1995-07-17,https://apod.nasa.gov/apod/image/barsoom.gif,https://apod.nasa.gov/apod/image/barsoom.gif,,image
1995-07-18,https://apod.nasa.gov/apod/image/CygnusLoop_hst.gif,https://apod.nasa.gov/apod/image/CygnusLoop_hst.gif,,image
1995-07-19,https://apod.nasa.gov/apod/image/olympus.gif,https://apod.nasa.gov/apod/image/olympus.gif,,image
1995-07-20,https://apod.nasa.gov/apod/image/grandcanal.gif,https://apod.nasa.gov/apod/image/grandcanal.gif,,image
1995-07-21,https://apod.nasa.gov/apod/image/marslander.gif,https://apod.nasa.gov/apod/image/marslander.gif,,image
1995-07-22,https://apod.nasa.gov/apod/image/marsface.gif,https://apod.nasa.gov/apod/image/marsface.gif,,image
1995-07-23,https://apod.nasa.gov/apod/image/m20_moo.gif,https://apod.nasa.gov/apod/image/m20_moo.gif,,image
1995-07-24,https://apod.nasa.gov/apod/image/andromeda_moo.gif,https://apod.nasa.gov/apod/image/andromeda_moo.gif,,image
1995-07-25,https://apod.nasa.gov/apod/image/crab_moo.gif,https://apod.nasa.gov/apod/image/crab_moo.gif,,image
1995-07-26,https://apod.nasa.gov/apod/image/m15_moo.gif,https://apod.nasa.gov/apod/image/m15_moo.gif,,image
1995-07-27,https://apod.nasa.gov/apod/image/ring_moo.gif,https://apod.nasa.gov/apod/image/ring_moo.gif,,image
1995-07-28,https://apod.nasa.gov/apod/image/m82_moo.gif,https://apod.nasa.gov/apod/image/m82_moo.gif,,image
1995-07-29,https://apod.nasa.gov/apod/image/dumbbell_moo.gif,https://apod.nasa.gov/apod/image/dumbbell_moo.gif,,image
1995-07-30,https://apod.nasa.gov/apod/image/satring1.gif,https://apod.nasa.gov/apod/image/satring1.gif,,image
1995-07-31,https://apod.nasa.gov/apod/image/satring2.gif,https://apod.nasa.gov/apod/image/satring2.gif,,image
1995-08-01,https://apod.nasa.gov/apod/image/satring3.gif,https://apod.nasa.gov/apod/image/satring3.gif,,image
1995-08-02,https://apod.nasa.gov/apod/image/jupring1.gif,https://apod.nasa.gov/apod/image/jupring1.gif,,image
1995-08-03,https://apod.nasa.gov/apod/image/io1.gif,https://apod.nasa.gov/apod/image/io1.gif,,image
1995-08-04,https://apod.nasa.gov/apod/image/iovol1.gif,https://apod.nasa.gov/apod/image/iovol1.gif,,image
1995-08-05,https://apod.nasa.gov/apod/image/tritongey1.gif,https://apod.nasa.gov/apod/image/tritongey1.gif,,image
1995-08-06,https://apod.nasa.gov/apod/image/columbia_sts1.gif,https://apod.nasa.gov/apod/image/columbia_sts1.gif,,image
1995-08-07,https://apod.nasa.gov/apod/image/endeavour.gif,https://apod.nasa.gov/apod/image/endeavour.gif,,image
1995-08-08,https://apod.nasa.gov/apod/image/discovery.gif,https://apod.nasa.gov/apod/image/discovery.gif,,image
1995-08-09,https://apod.nasa.gov/apod/image/challenger.gif,https://apod.nasa.gov/apod/image/challenger.gif,,image
1995-08-10,https://apod.nasa.gov/apod/image/hst.gif,https://apod.nasa.gov/apod/image/hst.gif,,image
1995-08-11,https://apod.nasa.gov/apod/image/gro.gif,https://apod.nasa.gov/apod/image/gro.gif,,image
1995-08-12,https://apod.nasa.gov/apod/image/atlantis_land.gif,https://apod.nasa.gov/apod/image/atlantis_land.gif,,image
1995-08-13,https://apod.nasa.gov/apod/image/sun_skylab.gif,https://apod.nasa.gov/apod/image/sun_skylab.gif,,image
1995-08-14,https://apod.nasa.gov/apod/image/merc_marin10.gif,https://apod.nasa.gov/apod/image/merc_marin10.gif,,image
1995-08-15,https://apod.nasa.gov/apod/image/venus_galileo.gif,https://apod.nasa.gov/apod/image/venus_galileo.gif,,image
1995-08-16,https://apod.nasa.gov/apod/image/uranus_vg2.gif,https://apod.nasa.gov/apod/image/uranus_vg2.gif,,image
1995-08-17,https://apod.nasa.gov/apod/image/neptune_vg2.gif,https://apod.nasa.gov/apod/image/neptune_vg2.gif,,image
1995-08-18,https://apod.nasa.gov/apod/image/pluto_hst.gif,https://apod.nasa.gov/apod/image/pluto_hst.gif,,image
1995-08-19,https://apod.nasa.gov/apod/image/solsys_vg1.gif,https://apod.nasa.gov/apod/image/solsys_vg1.gif,,image
1995-08-20,https://apod.nasa.gov/apod/image/comet_hb1.gif,https://apod.nasa.gov/apod/image/comet_hb1.gif,,image
1995-08-21,https://apod.nasa.gov/apod/image/comet_halleynuc1.gif,https://apod.nasa.gov/apod/image/comet_halleynuc1.gif,,image
1995-08-22,https://apod.nasa.gov/apod/image/magellan_venus1.gif,https://apod.nasa.gov/apod/image/magellan_venus1.gif,,image
1995-08-23,https://apod.nasa.gov/apod/image/venus_tick.gif,https://apod.nasa.gov/apod/image/venus_tick.gif,,image
1995-08-24,https://apod.nasa.gov/apod/image/rainier.gif,https://apod.nasa.gov/apod/image/rainier.gif,,image
1995-08-25,https://apod.nasa.gov/apod/image/magellan_sc.gif,https://apod.nasa.gov/apod/image/magellan_sc.gif,,image
1995-08-26,https://apod.nasa.gov/apod/image/comet_west.gif,https://apod.nasa.gov/apod/image/comet_west.gif,,image
1995-08-27,https://apod.nasa.gov/apod/image/grb3map.gif,https://apod.nasa.gov/apod/image/grb3map.gif,,image
1995-08-28,https://apod.nasa.gov/apod/image/cenA_ctio.gif,https://apod.nasa.gov/apod/image/cenA_ctio.gif,,image
1995-08-29,https://apod.nasa.gov/apod/image/saturn5_apollo11.gif,https://apod.nasa.gov/apod/image/saturn5_apollo11.gif,,image
1995-08-30,https://apod.nasa.gov/apod/image/skylab.gif,https://apod.nasa.gov/apod/image/skylab.gif,,image
1995-08-31,https://apod.nasa.gov/apod/image/moon_rosat.gif,https://apod.nasa.gov/apod/image/moon_rosat.gif,,image
1995-09-01,https://apod.nasa.gov/apod/image/chandra_uc.gif,https://apod.nasa.gov/apod/image/chandra_uc.gif,1989 by The University of Chicago,image
1995-09-02,https://apod.nasa.gov/apod/image/darkmatter_rosat.gif,https://apod.nasa.gov/apod/image/darkmatter_rosat.gif,,image
1995-09-03,https://apod.nasa.gov/apod/image/moon_clementine.gif,https://apod.nasa.gov/apod/image/moon_clementine.gif,,image
1995-09-04,https://apod.nasa.gov/apod/image/ganymede_vg.gif,https://apod.nasa.gov/apod/image/ganymede_vg.gif,,image
1995-09-05,https://apod.nasa.gov/apod/image/europa_vg.gif,https://apod.nasa.gov/apod/image/europa_vg.gif,,image
1995-09-06,https://apod.nasa.gov/apod/image/callisto_vg.gif,https://apod.nasa.gov/apod/image/callisto_vg.gif,,image
1995-09-07,https://apod.nasa.gov/apod/image/fbg.gif,https://apod.nasa.gov/apod/image/fbg.gif,,image
1995-09-08,https://apod.nasa.gov/apod/image/cobe_milkyw.gif,https://apod.nasa.gov/apod/image/cobe_milkyw.gif,,image
1995-09-09,https://apod.nasa.gov/apod/image/apollo17.gif,https://apod.nasa.gov/apod/image/apollo17.gif,,image
1995-09-10,https://apod.nasa.gov/apod/image/wd_hst.gif,https://apod.nasa.gov/apod/image/wd_hst.gif,,image
1995-09-11,https://apod.nasa.gov/apod/image/proplyds_hst.gif,https://apod.nasa.gov/apod/image/proplyds_hst.gif,,image
1995-09-12,https://apod.nasa.gov/apod/image/m83_aat.gif,https://apod.nasa.gov/apod/image/m83_aat.gif,"Anglo-Australian Telescope
 Board",image
1995-09-13,https://apod.nasa.gov/apod/image/m87_aat.gif,https://apod.nasa.gov/apod/image/m87_aat.gif,"Anglo-Australian Telescope
 Board",image
1995-09-14,https://apod.nasa.gov/apod/image/luna3pix.gif,https://apod.nasa.gov/apod/image/luna3pix.gif,,image
1995-09-15,https://apod.nasa.gov/apod/image/mir_sts63.gif,https://apod.nasa.gov/apod/image/mir_sts63.gif,,image
1995-09-16,https://apod.nasa.gov/apod/image/goddard1.gif,https://apod.nasa.gov/apod/image/goddard1.gif,,image
1995-09-17,https://apod.nasa.gov/apod/image/coma_skyview.gif,https://apod.nasa.gov/apod/image/coma_skyview.gif,"Royal 
 Observatory Edinburgh, Anglo-Australian Observatory, and AURA",image
1995-09-18,https://apod.nasa.gov/apod/image/lmc_uks.gif,https://apod.nasa.gov/apod/image/lmc_uks.gif,"Anglo-Australian Telescope
 Board",image
1995-09-19,https://apod.nasa.gov/apod/image/smc_uks.gif,https://apod.nasa.gov/apod/image/smc_uks.gif,"Anglo-Australian Telescope
 Board",image
1995-09-20,https://apod.nasa.gov/apod/image/gl105a_hst.gif,https://apod.nasa.gov/apod/image/gl105a_hst.gif,,image
1995-09-21,https://apod.nasa.gov/apod/image/foot_a11.gif,https://apod.nasa.gov/apod/image/foot_a11.gif,,image
1995-09-22,https://apod.nasa.gov/apod/image/buzz_a11.gif,https://apod.nasa.gov/apod/image/buzz_a11.gif,,image
1995-09-23,https://apod.nasa.gov/apod/image/titan_vg1.gif,https://apod.nasa.gov/apod/image/titan_vg1.gif,,image
1995-09-24,https://apod.nasa.gov/apod/image/mimas_vg1.gif,https://apod.nasa.gov/apod/image/mimas_vg1.gif,,image
1995-09-25,https://apod.nasa.gov/apod/image/horsehead_uks.gif,https://apod.nasa.gov/apod/image/horsehead_uks.gif,"Anglo-Australian Telescope
 Board",image
1995-09-26,https://apod.nasa.gov/apod/image/trails_aat.gif,https://apod.nasa.gov/apod/image/trails_aat.gif,"Anglo-Australian Telescope
 Board",image
1995-09-27,https://apod.nasa.gov/apod/image/venera_13_left.gif,https://apod.nasa.gov/apod/image/venera_13_left.gif,,image
1995-09-28,https://apod.nasa.gov/apod/image/maat_mons.gif,https://apod.nasa.gov/apod/image/maat_mons.gif,,image
1995-09-29,https://apod.nasa.gov/apod/image/iue_logo.gif,https://apod.nasa.gov/apod/image/iue_logo.gif,,image
1995-09-30,https://apod.nasa.gov/apod/image/radiogal_hst.gif,https://apod.nasa.gov/apod/image/radiogal_hst.gif,,image
1995-10-01,https://apod.nasa.gov/apod/image/ngc253_hst.gif,https://apod.nasa.gov/apod/image/ngc253_hst.gif,,image
1995-10-02,https://apod.nasa.gov/apod/image/phobos.gif,https://apod.nasa.gov/apod/image/phobos.gif,,image
1995-10-03,https://apod.nasa.gov/apod/image/deimos.gif,https://apod.nasa.gov/apod/image/deimos.gif,,image
1995-10-04,https://apod.nasa.gov/apod/image/sun_yohkoh.gif,https://apod.nasa.gov/apod/image/sun_yohkoh.gif,,image
1995-10-05,https://apod.nasa.gov/apod/image/cg4_aat.gif,https://apod.nasa.gov/apod/image/cg4_aat.gif,"Anglo-Australian Telescope
 Board",image
1995-10-06,https://apod.nasa.gov/apod/image/bokglob_aat.gif,https://apod.nasa.gov/apod/image/bokglob_aat.gif,"Anglo-Australian Telescope
 Board",image
1995-10-07,https://apod.nasa.gov/apod/image/descend_ap12.gif,https://apod.nasa.gov/apod/image/descend_ap12.gif,,image
1995-10-08,https://apod.nasa.gov/apod/image/survey_ap12.gif,https://apod.nasa.gov/apod/image/survey_ap12.gif,,image
1995-10-09,https://apod.nasa.gov/apod/image/dione_vg1.gif,https://apod.nasa.gov/apod/image/dione_vg1.gif,,image
1995-10-10,https://apod.nasa.gov/apod/image/helene_vg2.gif,https://apod.nasa.gov/apod/image/helene_vg2.gif,,image
1995-10-11,https://apod.nasa.gov/apod/image/lmcstars_uit.gif,https://apod.nasa.gov/apod/image/lmcstars_uit.gif,,image
1995-10-12,https://apod.nasa.gov/apod/image/starjets_hst.gif,https://apod.nasa.gov/apod/image/starjets_hst.gif,,image
1995-10-13,https://apod.nasa.gov/apod/image/jupiterio_vg1.gif,https://apod.nasa.gov/apod/image/jupiterio_vg1.gif,,image
1995-10-14,https://apod.nasa.gov/apod/image/rhea_vg1.gif,https://apod.nasa.gov/apod/image/rhea_vg1.gif,,image
1995-10-15,https://apod.nasa.gov/apod/image/iapetus_vg1.gif,https://apod.nasa.gov/apod/image/iapetus_vg1.gif,,image
1995-10-16,https://apod.nasa.gov/apod/image/m94uv_uit.gif,https://apod.nasa.gov/apod/image/m94uv_uit.gif,,image
1995-10-17,https://apod.nasa.gov/apod/image/dwingeloo1_int.gif,https://apod.nasa.gov/apod/image/dwingeloo1_int.gif,,image
1995-10-18,https://apod.nasa.gov/apod/image/saturn_hst.gif,https://apod.nasa.gov/apod/image/saturn_hst.gif,,image
1995-10-19,https://apod.nasa.gov/apod/image/m5glob_aat.gif,https://apod.nasa.gov/apod/image/m5glob_aat.gif,"Anglo-Australian Telescope
 Board",image
1995-10-20,https://apod.nasa.gov/apod/image/gaspra_galileo.gif,https://apod.nasa.gov/apod/image/gaspra_galileo.gif,,image
1995-10-21,https://apod.nasa.gov/apod/image/titan_hst.gif,https://apod.nasa.gov/apod/image/titan_hst.gif,,image
1995-10-22,https://apod.nasa.gov/apod/image/pks2349_hst.gif,https://apod.nasa.gov/apod/image/pks2349_hst.gif,,image
1995-10-23,https://apod.nasa.gov/apod/image/gamma_3c279_egret.gif,https://apod.nasa.gov/apod/image/gamma_3c279_egret.gif,,image
1995-10-24,https://apod.nasa.gov/apod/image/eclipse_albers.gif,https://apod.nasa.gov/apod/image/eclipse_albers.gif,Steve Albers,image
1995-10-25,https://apod.nasa.gov/apod/image/nsun_comptel.gif,https://apod.nasa.gov/apod/image/nsun_comptel.gif,,image
1995-10-26,https://apod.nasa.gov/apod/image/aurora_shuttletail.gif,https://apod.nasa.gov/apod/image/aurora_shuttletail.gif,,image
1995-10-27,https://apod.nasa.gov/apod/image/tarantula_sn.gif,https://apod.nasa.gov/apod/image/tarantula_sn.gif,"Anglo-Australian Telescope
 Board",image
1995-10-28,https://apod.nasa.gov/apod/image/dc-xa.gif,https://apod.nasa.gov/apod/image/dc-xa.gif,,image
1995-10-29,https://apod.nasa.gov/apod/image/al26_comptel.gif,https://apod.nasa.gov/apod/image/al26_comptel.gif,,image
1995-10-30,https://apod.nasa.gov/apod/image/halebopp_hst1.gif,https://apod.nasa.gov/apod/image/halebopp_hst1.gif,,image
1995-10-31,https://apod.nasa.gov/apod/image/mars_hst1.gif,https://apod.nasa.gov/apod/image/mars_hst1.gif,,image
1995-11-01,https://apod.nasa.gov/apod/image/m16_aat.gif,https://apod.nasa.gov/apod/image/m16_aat.gif,"Anglo-Australian Telescope
 Board",image
1995-11-02,https://apod.nasa.gov/apod/image/redrectangle_aat.gif,https://apod.nasa.gov/apod/image/redrectangle_aat.gif,"Anglo-Australian Telescope
 Board",image
1995-11-03,https://apod.nasa.gov/apod/image/amalthea_vg1.gif,https://apod.nasa.gov/apod/image/amalthea_vg1.gif,,image
1995-11-04,https://apod.nasa.gov/apod/image/proteus_vg2.gif,https://apod.nasa.gov/apod/image/proteus_vg2.gif,,image
1995-11-05,https://apod.nasa.gov/apod/image/vela.gif,https://apod.nasa.gov/apod/image/vela.gif,,image
1995-11-06,https://apod.nasa.gov/apod/image/pillars3_hst.gif,https://apod.nasa.gov/apod/image/pillars3_hst_big.gif,,image
1995-11-07,https://apod.nasa.gov/apod/image/stareggs_hst.gif,https://apod.nasa.gov/apod/image/stareggs_hst_big.gif,,image
1995-11-08,https://apod.nasa.gov/apod/image/cosmic_gc3.gif,https://apod.nasa.gov/apod/image/cosmic_gc3_big.gif,,image
1995-11-09,https://apod.nasa.gov/apod/image/sombrero_kp.gif,https://apod.nasa.gov/apod/image/sombrero_kp_big.gif,,image
1995-11-10,https://apod.nasa.gov/apod/image/shuttle_lightning.gif,https://apod.nasa.gov/apod/image/shuttle_lightning_big.gif,,image
1995-11-11,https://apod.nasa.gov/apod/image/redsprite.gif,https://apod.nasa.gov/apod/image/redsprite.gif,,image
1995-11-12,https://apod.nasa.gov/apod/image/bluejets2.gif,https://apod.nasa.gov/apod/image/bluejets2.gif,,image
1995-11-13,https://apod.nasa.gov/apod/image/virgocluster_uks.gif,https://apod.nasa.gov/apod/image/virgocluster_uks.gif,"Anglo-Australian Telescope
 Board",image
1995-11-14,https://apod.nasa.gov/apod/image/orion_aurora_sts59.gif,https://apod.nasa.gov/apod/image/orion_aurora_sts59.gif,,image
1995-11-15,https://apod.nasa.gov/apod/image/quintet_keel.gif,https://apod.nasa.gov/apod/image/quintet_keel_big.gif,,image
1995-11-16,https://apod.nasa.gov/apod/image/astronaut_hst_sts61.gif,https://apod.nasa.gov/apod/image/astronaut_hst_sts61.gif,,image
1995-11-17,https://apod.nasa.gov/apod/image/sunrise_sts47.gif,https://apod.nasa.gov/apod/image/sunrise_sts47.gif,,image
1995-11-18,https://apod.nasa.gov/apod/image/sea_ice_sts45.gif,https://apod.nasa.gov/apod/image/sea_ice_sts45.gif,,image
1995-11-19,https://apod.nasa.gov/apod/image/nyc_night_sts59.gif,https://apod.nasa.gov/apod/image/nyc_night_sts59.gif,,image
1995-11-20,https://apod.nasa.gov/apod/image/m15core_hst.gif,https://apod.nasa.gov/apod/image/m15core_hst_big.gif,,image
1995-11-21,https://apod.nasa.gov/apod/image/orion2_hst.gif,https://apod.nasa.gov/apod/image/orion2_hst_big.gif,,image
1995-11-22,https://apod.nasa.gov/apod/image/crab_h5m.gif,https://apod.nasa.gov/apod/image/crab_h5m.gif,"AATB, 
 Caltech, David Malin, Jay 
 Pasachoff",image
1995-11-23,https://apod.nasa.gov/apod/image/crabpol_h5m.gif,https://apod.nasa.gov/apod/image/crabpol_h5m.gif,"AATB, 
 Caltech, David Malin, Jay 
 Pasachoff",image
1995-11-24,https://apod.nasa.gov/apod/image/tethys_vg2.gif,https://apod.nasa.gov/apod/image/tethys_vg2_big.gif,,image
1995-11-25,https://apod.nasa.gov/apod/image/enceladus_vg2.gif,https://apod.nasa.gov/apod/image/enceladus_vg2_big.gif,,image
1995-11-26,https://apod.nasa.gov/apod/image/photonsphere_rjn.gif,https://apod.nasa.gov/apod/image/photonsphere_rjn.gif,"Robert Nemiroff,
 (GMU,
 NASA/ 
 GSFC)",image
1995-11-27,https://apod.nasa.gov/apod/image/bh_rjn.gif,https://apod.nasa.gov/apod/image/bh_rjn.gif,"Robert Nemiroff,
 (GMU,
 NASA/ 
 GSFC)",image
1995-11-28,https://apod.nasa.gov/apod/image/lunarsp_clem.gif,https://apod.nasa.gov/apod/image/lunarsp_clem.gif,,image
1995-11-29,https://apod.nasa.gov/apod/image/cgroastronaut_shuttle.gif,https://apod.nasa.gov/apod/image/cgroastronaut_shuttle.gif,,image
1995-11-30,https://apod.nasa.gov/apod/image/ngc2440_hst.gif,https://apod.nasa.gov/apod/image/ngc2440_hst_big.gif,,image
1995-12-01,https://apod.nasa.gov/apod/image/peg51_skyview.gif,https://apod.nasa.gov/apod/image/peg51_skyview.gif,"Royal 
 Observatory Edinburgh, Anglo-Australian Observatory, and AURA",image
1995-12-02,https://apod.nasa.gov/apod/image/lightning_sts55.gif,https://apod.nasa.gov/apod/image/lightning_sts55_big.gif,,image
1995-12-03,https://apod.nasa.gov/apod/image/m81sn_asca.gif,https://apod.nasa.gov/apod/image/m81sn_asca_big.gif,,image
1995-12-04,https://apod.nasa.gov/apod/image/gl229b_hst.gif,https://apod.nasa.gov/apod/image/gl229b_hst_big.gif,,image
1995-12-05,https://apod.nasa.gov/apod/image/ngc4261_hst.gif,https://apod.nasa.gov/apod/image/ngc4261_hst_big.gif,,image
1995-12-06,https://apod.nasa.gov/apod/image/JupGalPr.gif,https://apod.nasa.gov/apod/image/JupGalPr_big.gif,,image
1995-12-07,https://apod.nasa.gov/apod/image/galprobe_sts34.gif,https://apod.nasa.gov/apod/image/galprobe_sts34.gif,,image
1995-12-08,https://apod.nasa.gov/apod/image/galprobe_art.gif,https://apod.nasa.gov/apod/image/galprobe_art.gif,,image
1995-12-09,https://apod.nasa.gov/apod/image/lander_a14.gif,https://apod.nasa.gov/apod/image/lander_a14_big.gif,,image
1995-12-10,https://apod.nasa.gov/apod/image/alsep_a14.gif,https://apod.nasa.gov/apod/image/alsep_a14_big.gif,,image
1995-12-11,https://apod.nasa.gov/apod/image/ngc5189_aat.gif,https://apod.nasa.gov/apod/image/ngc5189_aat.gif,"Anglo-Australian Telescope
 Board",image
1995-12-12,https://apod.nasa.gov/apod/image/shapley1_aat.gif,https://apod.nasa.gov/apod/image/shapley1_aat.gif,"Anglo-Australian Telescope
 Board",image
1995-12-13,https://apod.nasa.gov/apod/image/delta_nasa.gif,https://apod.nasa.gov/apod/image/delta_nasa_big.gif,,image
1995-12-14,https://apod.nasa.gov/apod/image/atlas_centaur.gif,https://apod.nasa.gov/apod/image/atlas_centaur_big.gif,,image
1995-12-15,https://apod.nasa.gov/apod/image/m64_keel.gif,https://apod.nasa.gov/apod/image/m64_keel.gif,,image
1995-12-16,https://apod.nasa.gov/apod/image/hawaii_sts51_a.gif,https://apod.nasa.gov/apod/image/hawaii_sts51_a.gif,,image
1995-12-17,https://apod.nasa.gov/apod/image/atlantis_mir.gif,https://apod.nasa.gov/apod/image/atlantis_mir_big.gif,,image
1995-12-18,https://apod.nasa.gov/apod/image/m51_hall.gif,https://apod.nasa.gov/apod/image/m51_hall.gif,,image
1995-12-19,https://apod.nasa.gov/apod/image/einstein_clerk.gif,https://apod.nasa.gov/apod/image/einstein_clerk_big.gif,,image
1995-12-20,https://apod.nasa.gov/apod/image/glens2_hst.gif,https://apod.nasa.gov/apod/image/glens2_hst_big.gif,,image
1995-12-21,https://apod.nasa.gov/apod/image/trifid_aat.gif,https://apod.nasa.gov/apod/image/trifid_aat.gif,"Anglo-Australian Telescope
 Board",image
1995-12-22,https://apod.nasa.gov/apod/image/earthsp_gal_sm.gif,https://apod.nasa.gov/apod/image/earthsp_gal.gif,,image
1995-12-23,https://apod.nasa.gov/apod/image/f_ring_vg1.gif,https://apod.nasa.gov/apod/image/f_ring_vg1.gif,,image
1995-12-24,https://apod.nasa.gov/apod/image/miranda_vg2.gif,https://apod.nasa.gov/apod/image/miranda_vg2_big.gif,,image
1995-12-25,https://apod.nasa.gov/apod/image/earthrise_apollo8.gif,https://apod.nasa.gov/apod/image/lg_earthrise_apollo8.gif,,image
1995-12-26,https://apod.nasa.gov/apod/image/disk_hst.gif,https://apod.nasa.gov/apod/image/disk_hst_big.gif,,image
1995-12-27,https://apod.nasa.gov/apod/image/novaCygni_hst.gif,https://apod.nasa.gov/apod/image/novaCygni_hst.gif,,image
1995-12-28,https://apod.nasa.gov/apod/image/ngc6240_keel.gif,https://apod.nasa.gov/apod/image/ngc6240_keel_big.gif,,image
1995-12-29,https://apod.nasa.gov/apod/image/ngc4361_keel.gif,https://apod.nasa.gov/apod/image/ngc4361_keel.gif,,image
1995-12-30,https://apod.nasa.gov/apod/image/lmcX1_rosat.gif,https://apod.nasa.gov/apod/image/lmcX1_rosat_big.gif,,image
1995-12-31,https://apod.nasa.gov/apod/image/m31_rosat.gif,https://apod.nasa.gov/apod/image/m31_rosat_big.gif,,image
1996-01-01,https://apod.nasa.gov/apod/image/engine_sts51.gif,https://apod.nasa.gov/apod/image/engine_sts51.gif,,image
1996-01-02,https://apod.nasa.gov/apod/image/xray_skyview.gif,https://apod.nasa.gov/apod/image/xray_skyview.gif,,image
1996-01-03,https://apod.nasa.gov/apod/image/xte_nasa.gif,https://apod.nasa.gov/apod/image/xte_nasa_big.gif,,image
1996-01-04,https://apod.nasa.gov/apod/image/Raquarii_aat.gif,https://apod.nasa.gov/apod/image/Raquarii_aat.gif,"Anglo-Australian Telescope
 Board",image
1996-01-05,https://apod.nasa.gov/apod/image/IC2220_aat.gif,https://apod.nasa.gov/apod/image/IC2220_aat.gif,"Anglo-Australian Telescope
 Board",image
1996-01-06,https://apod.nasa.gov/apod/image/m32_lowell.gif,https://apod.nasa.gov/apod/image/m32_lowell_big.gif,,image
1996-01-07,https://apod.nasa.gov/apod/image/mercury_ast.gif,https://apod.nasa.gov/apod/image/mercury_ast.gif,,image
1996-01-08,https://apod.nasa.gov/apod/image/ngc205_lowell.gif,https://apod.nasa.gov/apod/image/ngc205_lowell.gif,,image
1996-01-09,https://apod.nasa.gov/apod/image/m100b_hst.gif,https://apod.nasa.gov/apod/image/m100b_hst_big.gif,,image
1996-01-10,https://apod.nasa.gov/apod/image/m100c_hst.gif,https://apod.nasa.gov/apod/image/m100c_hst_big.gif,,image
1996-01-11,https://apod.nasa.gov/apod/image/eta_laser.gif,https://apod.nasa.gov/apod/image/eta_laser_big.gif,,image
